price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,total_rooms,price_per_sqft,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
3920000,2145,4,2,1,1,0,1,0,0,0,1,6,1827.5058275058275,False,True
3885000,3780,2,1,2,1,1,1,0,0,0,0,3,1027.7777777777778,True,False
3885000,3180,4,2,2,1,0,0,0,0,0,0,6,1221.698113207547,False,False
3850000,5300,5,2,2,1,0,0,0,0,0,0,7,726.4150943396227,True,False
3850000,3180,2,2,1,1,0,1,0,0,2,0,4,1210.691823899371,True,False
3850000,7152,3,1,2,1,0,0,0,1,0,0,4,538.3109619686801,False,False
3850000,4080,2,1,1,1,0,0,0,0,0,0,3,943.6274509803922,True,False
3850000,3850,2,1,1,1,0,0,0,0,0,0,3,1000.0,True,False
3850000,2015,3,1,2,1,0,1,0,0,0,1,4,1910.6699751861042,True,False
3850000,2176,2,1,2,1,1,0,0,0,0,1,3,1769.3014705882354,True,False
3836000,3350,3,1,2,1,0,0,0,0,0,0,4,1145.0746268656717,False,True
3815000,3150,2,2,1,0,0,1,0,0,0,0,4,1211.111111111111,True,False
3780000,4820,3,1,2,1,0,0,0,0,0,0,4,784.2323651452282,True,False
3780000,3420,2,1,2,1,0,0,1,0,1,0,3,1105.2631578947369,True,False
3780000,3600,2,1,1,1,0,0,0,0,0,0,3,1050.0,True,False
3780000,5830,2,1,1,1,0,0,0,0,2,0,3,648.3704974271012,False,True
3780000,2856,3,1,3,1,0,0,0,0,0,1,4,1323.5294117647059,False,False
3780000,8400,2,1,1,1,0,0,0,0,1,0,3,450.0,False,False
3773000,8250,3,1,1,1,0,0,0,0,2,0,4,457.3333333333333,False,False
3773000,2520,5,2,1,0,0,1,0,1,1,0,7,1497.2222222222222,False,False
3773000,6930,4,1,2,0,0,0,0,0,1,0,5,544.4444444444445,False,False
3745000,3480,2,1,1,1,0,0,0,0,0,1,3,1076.1494252873563,True,False
3710000,3600,3,1,1,1,0,0,0,0,1,0,4,1030.5555555555557,False,True
3710000,4040,2,1,1,1,0,0,0,0,0,0,3,918.3168316831683,True,False
3710000,6020,3,1,1,1,0,0,0,0,0,0,4,616.2790697674419,True,False
3710000,4050,2,1,1,1,0,0,0,0,0,0,3,916.0493827160494,False,False
3710000,3584,2,1,1,1,0,0,1,0,0,0,3,1035.15625,True,False
3703000,3120,3,1,2,0,0,1,1,0,0,0,4,1186.8589743589744,True,False
3703000,5450,2,1,1,1,0,0,0,0,0,0,3,679.4495412844037,False,False
3675000,3630,2,1,1,1,0,1,0,0,0,0,3,1012.396694214876,False,False
3675000,3630,2,1,1,1,0,0,0,1,0,0,3,1012.396694214876,False,True
3675000,5640,2,1,1,0,0,0,0,0,0,0,3,651.5957446808511,True,False
3675000,3600,2,1,1,1,0,0,0,0,0,0,3,1020.8333333333334,False,False
3640000,4280,2,1,1,1,0,0,0,1,2,0,3,850.4672897196261,True,False
3640000,3570,3,1,2,1,0,1,0,0,0,0,4,1019.6078431372549,True,False
3640000,3180,3,1,2,0,0,1,0,0,0,0,4,1144.6540880503144,True,False
3640000,3000,2,1,2,1,0,0,0,1,0,0,3,1213.3333333333333,False,False
3640000,3520,2,2,1,1,0,1,0,0,0,0,4,1034.090909090909,True,False
3640000,5960,3,1,2,1,1,1,0,0,0,0,4,610.738255033557,False,True
3640000,4130,3,2,2,1,0,0,0,0,2,0,5,881.3559322033898,True,False
3640000,2850,3,2,2,0,0,1,0,0,0,1,5,1277.1929824561403,False,True
3640000,2275,3,1,3,1,0,0,1,1,0,1,4,1600.0,True,False
3633000,3520,3,1,1,1,0,0,0,0,2,1,4,1032.1022727272727,False,True
3605000,4500,2,1,1,1,0,0,0,0,0,0,3,801.1111111111111,True,False
3605000,4000,2,1,1,1,0,0,0,0,0,1,3,901.25,True,False
3570000,3150,3,1,2,1,0,1,0,0,0,0,4,1133.3333333333333,False,False
3570000,4500,4,2,2,1,0,1,0,0,2,0,6,793.3333333333334,False,False
3570000,4500,2,1,1,0,0,0,0,0,0,0,3,793.3333333333334,False,False
3570000,3640,2,1,1,1,0,0,0,0,0,0,3,980.7692307692307,False,True
3535000,3850,3,1,1,1,0,0,0,0,2,0,4,918.1818181818181,False,True
3500000,4240,3,1,2,1,0,0,0,1,0,0,4,825.4716981132076,True,False
3500000,3650,3,1,2,1,0,0,0,0,0,0,4,958.9041095890411,False,True
3500000,4600,4,1,2,1,0,0,0,0,0,0,5,760.8695652173913,True,False
3500000,2135,3,2,2,0,0,0,0,0,0,0,5,1639.344262295082,False,True
3500000,3036,3,1,2,1,0,1,0,0,0,0,4,1152.832674571805,True,False
3500000,3990,3,1,2,1,0,0,0,0,0,0,4,877.1929824561404,True,False
3500000,7424,3,1,1,0,0,0,0,0,0,0,4,471.4439655172414,False,True
3500000,3480,3,1,1,0,0,0,0,1,0,0,4,1005.7471264367816,False,True
3500000,3600,6,1,2,1,0,0,0,0,1,0,7,972.2222222222222,False,True
3500000,3640,2,1,1,1,0,0,0,0,1,0,3,961.5384615384615,True,False
3500000,5900,2,1,1,1,0,0,0,0,1,0,3,593.2203389830509,False,False
3500000,3120,3,1,2,1,0,0,0,0,1,0,4,1121.7948717948718,False,True
3500000,7350,2,1,1,1,0,0,0,0,1,0,3,476.1904761904762,True,False
3500000,3512,2,1,1,1,0,0,0,0,1,1,3,996.5831435079726,False,True
3500000,9500,3,1,2,1,0,0,0,0,3,1,4,368.42105263157896,False,True
3500000,5880,2,1,1,1,0,0,0,0,0,0,3,595.2380952380952,False,True
3500000,12944,3,1,1,1,0,0,0,0,0,0,4,270.39555006180467,False,True
3493000,4900,3,1,2,0,0,0,0,0,0,0,4,712.8571428571429,False,True
3465000,3060,3,1,1,1,0,0,0,0,0,0,4,1132.3529411764705,False,True
3465000,5320,2,1,1,1,0,0,0,0,1,1,3,651.3157894736842,False,True
3465000,2145,3,1,3,1,0,0,0,0,0,1,4,1615.3846153846155,False,False
3430000,4000,2,1,1,1,0,0,0,0,0,0,3,857.5,False,True
3430000,3185,2,1,1,1,0,0,0,0,2,0,3,1076.923076923077,False,True
3430000,3850,3,1,1,1,0,0,0,0,0,0,4,890.9090909090909,False,True
3430000,2145,3,1,3,1,0,0,0,0,0,1,4,1599.067599067599,False,False
3430000,2610,3,1,2,1,0,1,0,0,0,1,4,1314.176245210728,False,True
3430000,1950,3,2,2,1,0,1,0,0,0,1,5,1758.974358974359,False,True
3423000,4040,2,1,1,1,0,0,0,0,0,0,3,847.2772277227723,False,True
3395000,4785,3,1,2,1,1,1,0,1,1,0,4,709.5088819226751,False,False
3395000,3450,3,1,1,1,0,1,0,0,2,0,4,984.0579710144928,False,True
3395000,3640,2,1,1,1,0,0,0,0,0,0,3,932.6923076923077,False,False
3360000,3500,4,1,2,1,0,0,0,1,2,0,5,960.0,False,True
3360000,4960,4,1,3,0,0,0,0,0,0,0,5,677.4193548387096,True,False
3360000,4120,2,1,2,1,0,0,0,0,0,0,3,815.5339805825242,False,True
3360000,4750,2,1,1,1,0,0,0,0,0,0,3,707.3684210526316,False,True
3360000,3720,2,1,1,0,0,0,0,1,0,0,3,903.2258064516129,False,True
3360000,3750,3,1,1,1,0,0,0,0,0,0,4,896.0,False,True
3360000,3100,3,1,2,0,0,1,0,0,0,0,4,1083.8709677419354,True,False
3360000,3185,2,1,1,1,0,1,0,0,2,0,3,1054.9450549450548,False,False
3353000,2700,3,1,1,0,0,0,0,0,0,0,4,1241.851851851852,False,False
3332000,2145,3,1,2,1,0,1,0,0,0,1,4,1553.3799533799533,False,False
3325000,4040,2,1,1,1,0,0,0,0,1,0,3,823.019801980198,False,True
3325000,4775,4,1,2,1,0,0,0,0,0,0,5,696.3350785340314,False,True
3290000,2500,2,1,1,0,0,0,0,1,0,0,3,1316.0,False,True
3290000,3180,4,1,2,1,0,1,0,1,0,0,5,1034.5911949685535,False,True
3290000,6060,3,1,1,1,1,1,0,0,0,0,4,542.9042904290429,False,False
3290000,3480,4,1,2,0,0,0,0,0,1,0,5,945.4022988505748,True,False
3290000,3792,4,1,2,1,0,0,0,0,0,0,5,867.6160337552743,True,False
3290000,4040,2,1,1,1,0,0,0,0,0,0,3,814.3564356435644,False,True
3290000,2145,3,1,2,1,0,1,0,0,0,1,4,1533.7995337995337,False,False
3290000,5880,3,1,1,1,0,0,0,0,1,0,4,559.5238095238095,False,True
3255000,4500,2,1,1,0,0,0,0,0,0,0,3,723.3333333333334,True,False
3255000,3930,2,1,1,0,0,0,0,0,0,0,3,828.2442748091603,False,True
3234000,3640,4,1,2,1,0,1,0,0,0,0,5,888.4615384615385,False,True
3220000,4370,3,1,2,1,0,0,0,0,0,0,4,736.8421052631579,False,True
3220000,2684,2,1,1,1,0,0,0,1,1,0,3,1199.7019374068554,False,True
3220000,4320,3,1,1,0,0,0,0,0,1,0,4,745.3703703703703,False,True
3220000,3120,3,1,2,0,0,0,0,0,0,0,4,1032.051282051282,False,False
3150000,3450,1,1,1,1,0,0,0,0,0,0,2,913.0434782608696,False,False
3150000,3986,2,2,1,0,1,1,0,0,1,0,4,790.2659307576517,False,True
3150000,3500,2,1,1,0,0,1,0,0,0,0,3,900.0,True,False
3150000,4095,2,1,1,1,0,0,0,0,2,0,3,769.2307692307693,True,False
3150000,1650,3,1,2,0,0,1,0,0,0,0,4,1909.090909090909,False,True
3150000,3450,3,1,2,1,0,1,0,0,0,0,4,913.0434782608696,True,False
3150000,6750,2,1,1,1,0,0,0,0,0,0,3,466.6666666666667,True,False
3150000,9000,3,1,2,1,0,0,0,0,2,0,4,350.0,True,False
3150000,3069,2,1,1,1,0,0,0,0,1,0,3,1026.392961876833,False,True
3143000,4500,3,1,2,1,0,0,0,1,0,0,4,698.4444444444445,False,True
3129000,5495,3,1,1,1,0,1,0,0,0,0,4,569.4267515923567,False,True
3118850,2398,3,1,1,1,0,0,0,0,0,1,4,1300.604670558799,True,False
3115000,3000,3,1,1,0,0,0,0,1,0,0,4,1038.3333333333333,False,True
3115000,3850,3,1,2,1,0,0,0,0,0,0,4,809.0909090909091,False,True
3115000,3500,2,1,1,1,0,0,0,0,0,0,3,890.0,False,True
3087000,8100,2,1,1,1,0,0,0,0,1,0,3,381.1111111111111,False,True
3080000,4960,2,1,1,1,0,1,0,1,0,0,3,620.9677419354839,False,True
3080000,2160,3,1,2,0,0,1,0,0,0,0,4,1425.9259259259259,True,False
3080000,3090,2,1,1,1,1,1,0,0,0,0,3,996.7637540453075,False,True
3080000,4500,2,1,2,1,0,0,1,0,1,0,3,684.4444444444445,True,False
3045000,3800,2,1,1,1,0,0,0,0,0,0,3,801.3157894736842,False,True
3010000,3090,3,1,2,0,0,0,0,0,0,0,4,974.1100323624595,True,False
3010000,3240,3,1,2,1,0,0,0,0,2,0,4,929.0123456790124,True,False
3010000,2835,2,1,1,1,0,0,0,0,0,0,3,1061.7283950617284,True,False
3010000,4600,2,1,1,1,0,0,0,0,0,0,3,654.3478260869565,False,False
3010000,5076,3,1,1,0,0,0,0,0,0,0,4,592.9866036249015,False,True
3010000,3750,3,1,2,1,0,0,0,0,0,0,4,802.6666666666666,False,True
3010000,3630,4,1,2,1,0,0,0,0,3,0,5,829.2011019283747,True,False
3003000,8050,2,1,1,1,0,0,0,0,0,0,3,373.04347826086956,False,True
2975000,4352,4,1,2,0,0,0,0,0,1,0,5,683.59375,False,True
2961000,3000,2,1,2,1,0,0,0,0,0,0,3,987.0,True,False
2940000,5850,3,1,2,1,0,1,0,0,1,0,4,502.56410256410254,False,True
2940000,4960,2,1,1,1,0,0,0,0,0,0,3,592.741935483871,False,True
2940000,3600,3,1,2,0,0,0,0,0,1,0,4,816.6666666666666,False,True
2940000,3660,4,1,2,0,0,0,0,0,0,0,5,803.2786885245902,False,True
2940000,3480,3,1,2,0,0,0,0,0,1,0,4,844.8275862068965,True,False
2940000,2700,2,1,1,0,0,0,0,0,0,0,3,1088.888888888889,False,False
2940000,3150,3,1,2,0,0,0,0,0,0,0,4,933.3333333333334,False,True
2940000,6615,3,1,2,1,0,0,0,0,0,0,4,444.44444444444446,True,False
2870000,3040,2,1,1,0,0,0,0,0,0,0,3,944.078947368421,False,True
2870000,3630,2,1,1,1,0,0,0,0,0,0,3,790.633608815427,False,True
2870000,6000,2,1,1,1,0,0,0,0,0,0,3,478.3333333333333,True,False
2870000,5400,4,1,2,1,0,0,0,0,0,0,5,531.4814814814815,False,True
2852500,5200,4,1,3,1,0,0,0,0,0,0,5,548.5576923076923,False,True
2835000,3300,3,1,2,0,0,0,0,0,1,0,4,859.0909090909091,True,False
2835000,4350,3,1,2,0,0,0,1,0,1,0,4,651.7241379310345,False,True
2835000,2640,2,1,1,0,0,0,0,0,1,0,3,1073.8636363636363,False,False
2800000,2650,3,1,2,1,0,1,0,0,1,0,4,1056.6037735849056,False,True
2800000,3960,3,1,1,1,0,0,0,0,0,0,4,707.070707070707,False,False
2730000,6800,2,1,1,1,0,0,0,0,0,0,3,401.47058823529414,False,True
2730000,4000,3,1,2,1,0,0,0,0,1,0,4,682.5,False,True
2695000,4000,2,1,1,1,0,0,0,0,0,0,3,673.75,False,True
2660000,3934,2,1,1,1,0,0,0,0,0,0,3,676.1565836298932,False,True
2660000,2000,2,1,2,1,0,0,0,0,0,0,3,1330.0,True,False
2660000,3630,3,3,2,0,1,0,0,0,0,0,6,732.7823691460055,False,True
2660000,2800,3,1,1,1,0,0,0,0,0,0,4,950.0,False,True
2660000,2430,3,1,1,0,0,0,0,0,0,0,4,1094.6502057613168,False,True
2660000,3480,2,1,1,1,0,0,0,0,1,0,3,764.3678160919541,True,False
2660000,4000,3,1,1,1,0,0,0,0,0,0,4,665.0,True,False
2653000,3185,2,1,1,1,0,0,0,1,0,0,3,832.967032967033,False,True
2653000,4000,3,1,2,1,0,0,0,1,0,0,4,663.25,False,True
2604000,2910,2,1,1,0,0,0,0,0,0,0,3,894.8453608247422,False,True
2590000,3600,2,1,1,1,0,0,0,0,0,0,3,719.4444444444445,False,True
2590000,4400,2,1,1,1,0,0,0,0,0,0,3,588.6363636363636,False,True
2590000,3600,2,2,2,1,0,1,0,0,1,0,4,719.4444444444445,False,False
2520000,2880,3,1,1,0,0,0,0,0,0,0,4,875.0,False,True
2520000,3180,3,1,1,0,0,0,0,0,0,0,4,792.4528301886793,False,True
2520000,3000,2,1,2,1,0,0,0,0,0,0,3,840.0,False,False
2485000,4400,3,1,2,1,0,0,0,0,0,0,4,564.7727272727273,False,True
2485000,3000,3,1,2,0,0,0,0,0,0,0,4,828.3333333333334,True,False
2450000,3210,3,1,2,1,0,1,0,0,0,0,4,763.2398753894081,False,True
2450000,3240,2,1,1,0,1,0,0,0,1,0,3,756.1728395061729,False,True
2450000,3000,2,1,1,1,0,0,0,0,1,0,3,816.6666666666666,False,True
2450000,3500,2,1,1,1,1,0,0,0,0,0,3,700.0,False,True
2450000,4840,2,1,2,1,0,0,0,0,0,0,3,506.198347107438,False,True
2450000,7700,2,1,1,1,0,0,0,0,0,0,3,318.1818181818182,False,True
2408000,3635,2,1,1,0,0,0,0,0,0,0,3,662.4484181568088,False,True
2380000,2475,3,1,2,1,0,0,0,0,0,0,4,961.6161616161617,False,False
2380000,2787,4,2,2,1,0,0,0,0,0,0,6,853.9648367420165,False,False
2380000,3264,2,1,1,1,0,0,0,0,0,0,3,729.1666666666666,False,True
2345000,3640,2,1,1,1,0,0,0,0,0,0,3,644.2307692307693,False,True
2310000,3180,2,1,1,1,0,0,0,0,0,0,3,726.4150943396227,False,True
2275000,1836,2,1,1,0,0,1,0,0,0,0,3,1239.1067538126363,True,False
2275000,3970,1,1,1,0,0,0,0,0,0,0,2,573.0478589420655,False,True
2275000,3970,3,1,2,1,0,1,0,0,0,0,4,573.0478589420655,False,True
2240000,1950,3,1,1,0,0,0,1,0,0,0,4,1148.7179487179487,False,True
2233000,5300,3,1,1,0,0,0,0,1,0,1,4,421.3207547169811,False,True
2135000,3000,2,1,1,0,0,0,0,0,0,0,3,711.6666666666666,False,True
2100000,2400,3,1,2,1,0,0,0,0,0,0,4,875.0,False,True
2100000,3000,4,1,2,1,0,0,0,0,0,0,5,700.0,False,True
2100000,3360,2,1,1,1,0,0,0,0,1,0,3,625.0,False,True
1960000,3420,5,1,2,0,0,0,0,0,0,0,6,573.0994152046784,False,True
1890000,1700,3,1,2,1,0,0,0,0,0,0,4,1111.764705882353,False,True
1890000,3649,2,1,1,1,0,0,0,0,0,0,3,517.9501233214579,False,True
1855000,2990,2,1,1,0,0,0,0,0,1,0,3,620.4013377926422,False,True
1820000,3000,2,1,1,1,0,1,0,0,2,0,3,606.6666666666666,False,True
1767150,2400,3,1,1,0,0,0,0,0,0,0,4,736.3125,True,False
1750000,3620,2,1,1,1,0,0,0,0,0,0,3,483.42541436464086,False,True
1750000,2910,3,1,1,0,0,0,0,0,0,0,4,601.3745704467354,False,False
1750000,3850,3,1,2,1,0,0,0,0,0,0,4,454.54545454545456,False,True
